Job Title,Company,Location,Skill,Role,City
Software engineer - Application/Automation (India based role),Frazier & Deeter,India,"r, accounting",Data Scientist,Gurgaon
Cloud Engineer Required in Singapore,VA Immigration,"Bengaluru, Karnataka, India",r,Data Scientist,Bengaluru
Principal Applied Scientist,Microsoft,"Bengaluru, Karnataka, India","aws, r, teamwork, scala, aws, go",Data Scientist,Bengaluru
Senior Data Scientist - London Stock Exchange Group,Jobs via eFinancialCareers,"Bengaluru, Karnataka, India","r, erp, go",Data Scientist,Bengaluru
Founding Sr. Machine Learning Engineer: No Salary Only Equity,Truxt.ai,India,"r, erp",Data Scientist,Gurgaon
React.js Engineer,Scout Inc.,"Hyderabad, Telangana, India","java, javascript, react, r, java, javascript",Data Scientist,Hyderabad
Appsmith AI Product Developer,Integrated Digital Solutions LLC,India,"r, scala, sem, go",Data Scientist,Gurgaon
Frontend Software Engineer,Scout Inc.,Mumbai Metropolitan Region,"java, javascript, react, r, java, scala, javascript",Data Scientist,Mumbai Metropolitan Region
Machine Learning Engineer Intern,Pixeltalent Lab,India,"python, r, machinelearning, python",Data Scientist,Gurgaon
Python Developer,"Enterprise Minds, Inc","Hyderabad, Telangana, India","python, r, go, python",Data Scientist,Hyderabad
MLOps Engineer,KnowDis AI,"New Delhi, Delhi, India","r, machinelearning",Data Scientist,New Delhi
React.js Engineer,Scout Inc.,Mumbai Metropolitan Region,"java, javascript, react, r, java, javascript",Data Scientist,Mumbai Metropolitan Region
Python Developer Intern,UM IT PRIVATE LIMITED,India,r,Data Scientist,Gurgaon
AI Product Developer (Candidates from IIT/NIT/IIIT),Rooman Technologies,Greater Bengaluru Area,"python, machine learning, statistics, deep learning, nlp, r",Data Scientist,Greater Bengaluru Area
Advisor Data Science AI Engineer,Gainwell Technologies,"Bengaluru, Karnataka, India",r,Data Scientist,Bengaluru
Frontend Software Engineer,Scout Inc.,"Hyderabad, Telangana, India","python, machine learning, statistics, deep learning, nlp, r",Data Scientist,Hyderabad
Principal Applied Scientist,Microsoft,"Noida, Uttar Pradesh, India","aws, r, machinelearning, creativity, aws, go",Data Scientist,Noida
Python Developer Intern,Pixeltalent Lab,India,r,Data Scientist,Gurgaon
Machine Learning Engineer,Tata Consultancy Services,"Hyderabad, Telangana, India",r,Machine Learning Engineer,Hyderabad
Software Engineer II,Cadence,"Noida, Uttar Pradesh, India","c++, linux, r, c++, linux, communication, shellscripting, go",Machine Learning Engineer,Noida
Embedded Software Engineer,VOLANSYS (An ACL Digital Company),"Pune, Maharashtra, India","git, r",Machine Learning Engineer,Pune
Java Software Engineer,Cozzera,India,r,Machine Learning Engineer,Gurgaon
Data Scientist Intern,Pixeltalent Lab,India,r,Machine Learning Engineer,Gurgaon
Principal Software Engineer,Microsoft,"Hyderabad, Telangana, India","sql, aws, azure, r, mysql, powerbi, sql, analytics, bigdata, businessintelligence, postgresql, azure, aws, dataengineering, go",Machine Learning Engineer,Hyderabad
Software Engineer Intern,Pixeltalent Lab,India,r,Machine Learning Engineer,Gurgaon
Senior Software Engineer,Microsoft,"Bengaluru, Karnataka, India","aws, r, teamwork, communication, aws, go",Machine Learning Engineer,Bengaluru
Senior Software Engineer,Med-Metrix,"Chennai, Tamil Nadu, India",r,Machine Learning Engineer,Chennai
Data Scientist,IndusInd Bank,"Mumbai, Maharashtra, India",r,Machine Learning Engineer,Mumbai
Software Engineer II,Microsoft,"Hyderabad, Telangana, India","sql, aws, azure, r, powerbi, sql, analytics, bigdata, businessintelligence, postgresql, azure, aws, dataengineering, go",Machine Learning Engineer,Hyderabad
Manager Decision Scientist,Tesco Bengaluru,"Bengaluru, Karnataka, India","aws, r, erp, scala, analytics, leadership, supplychain, aws, go",Machine Learning Engineer,Bengaluru
Principal Software Engineer,Microsoft,"Hyderabad, Telangana, India","aws, azure, r, erp, scala, leadership, bigdata, azure, aws",Machine Learning Engineer,Hyderabad
Senior Software Engineer - C++,Microsoft,"Hyderabad, Telangana, India","aws, azure, agile, r, erp, agile, azure, aws, go",Machine Learning Engineer,Hyderabad
Principal Software Engineer,Cadence,"Noida, Uttar Pradesh, India",r,Machine Learning Engineer,Noida
Senior Software Engineer- Backend,Microsoft,"Bengaluru, Karnataka, India","aws, r, problemsolving, aws, go",Machine Learning Engineer,Bengaluru
Senior Software Engineer - Kubernetes and Virtualization,NVIDIA,"Hyderabad, Telangana, India","python, tensorflow, pytorch, nlp, deep learning",Machine Learning Engineer,Hyderabad
Software Engineer,GE HealthCare,"Bengaluru, Karnataka, India","git, r",Machine Learning Engineer,Bengaluru
Software Engineer,Tungsten Automation,"Hyderabad, Telangana, India",r,Machine Learning Engineer,Hyderabad
Senior Software Quality Engineer IRC270768,GlobalLogic,"Chennai, Tamil Nadu, India","excel, git, r, communication, problemsolving, excel",Machine Learning Engineer,Chennai
Frontend Software Engineer,Scout Inc.,"Bengaluru, Karnataka, India","python, tensorflow, pytorch, nlp, deep learning",Machine Learning Engineer,Bengaluru
Senior Boot Software Engineer,NVIDIA,"Bengaluru, Karnataka, India",r,Machine Learning Engineer,Bengaluru
Lead Software Engineer,Cadence,"Noida, Uttar Pradesh, India","r, communication",Machine Learning Engineer,Noida
Manager Decision Scientist,Tesco Business Solutions,"Bengaluru, Karnataka, India","aws, r, erp, scala, analytics, leadership, supplychain, aws, go",Machine Learning Engineer,Bengaluru
Applied Scientist II,Amazon,"Bengaluru, Karnataka, India","python, tensorflow, pytorch, nlp, deep learning",Machine Learning Engineer,Bengaluru
Principal Software Engineer,Microsoft,"Hyderabad, Telangana, India","aws, azure, r, scala, ci/cd, azure, aws, devops",Machine Learning Engineer,Hyderabad
Software engineer - Application/Automation (India based role),Frazier & Deeter,India,"python, tensorflow, pytorch, nlp, deep learning",Machine Learning Engineer,Gurgaon
Principal Software Engineer - Blob Storage,Microsoft,"Bengaluru, Karnataka, India","python, tensorflow, pytorch, nlp, deep learning",Machine Learning Engineer,Bengaluru
Senior Software Engineer,Microsoft,"Bengaluru, Karnataka, India","sql, aws, azure, r, powerbi, sql, scala, analytics, bigdata, businessintelligence, postgresql, azure, aws, dataengineering, go",Machine Learning Engineer,Bengaluru
Embedded Software Engineer,Hivekra,"Surat, Gujarat, India",r,Machine Learning Engineer,Surat
Senior Data Scientist - London Stock Exchange Group,Jobs via eFinancialCareers,"Bengaluru, Karnataka, India","python, tensorflow, pytorch, nlp, deep learning",Machine Learning Engineer,Bengaluru
Founding Sr. Machine Learning Engineer: No Salary Only Equity,Truxt.ai,India,"python, tensorflow, pytorch, nlp, deep learning",Machine Learning Engineer,Gurgaon
Senior Data Engineer,r3 Consultant,India,r,Machine Learning Engineer,Gurgaon
Data Platform Engineer,Mitra AI,"Bengaluru, Karnataka, India",r,Machine Learning Engineer,Bengaluru
Frontend Software Engineer,Scout Inc.,Mumbai Metropolitan Region,"python, tensorflow, pytorch, nlp, deep learning",Machine Learning Engineer,Mumbai Metropolitan Region
Machine Learning Engineer Intern,Pixeltalent Lab,India,r,Machine Learning Engineer,Gurgaon
Advisor Data Science AI Engineer,Gainwell Technologies,"Bengaluru, Karnataka, India",r,Machine Learning Engineer,Bengaluru
MLOps Engineer,KnowDis AI,"New Delhi, Delhi, India",r,Machine Learning Engineer,New Delhi
Software Engineer – Java Full Stack [Contract Long Term],MomentText,"Pune, Maharashtra, India","python, tensorflow, pytorch, nlp, deep learning",Machine Learning Engineer,Pune
Principal Software Engineer,Microsoft,"Bengaluru, Karnataka, India","python, tensorflow, pytorch, nlp, deep learning",Machine Learning Engineer,Bengaluru
Senior Software Engineer - C#,Microsoft,"Hyderabad, Telangana, India","aws, r, erp, scala, creativity, aws, go",Machine Learning Engineer,Hyderabad
Frontend Software Engineer,Scout Inc.,"Hyderabad, Telangana, India","python, tensorflow, pytorch, nlp, deep learning",Machine Learning Engineer,Hyderabad
Data Engineer,LIXIL,"Gurugram, Haryana, India","r, analytics, businessintelligence, go",Machine Learning Engineer,Gurugram
Software Engineer Intern (0 experience || 1st/2nd/3rd/4th yr students),The Binary Codes | TBC,India,"python, tensorflow, pytorch, nlp, deep learning",Machine Learning Engineer,Gurgaon
Senior Product Cybersecurity Supplier - GRC Analyst,People Konnect,"Bengaluru, Karnataka, India","r, cybersecurity",Financial Analyst,Bengaluru
Sr. Exec Assistant,American Express,"Bengaluru South, Karnataka, India","excel, sql, financial modeling, forecasting, accounting",Financial Analyst,Bengaluru South
Senior Pricing Analyst – Payments & Interchange,Solveify Tech,"Hyderabad, Telangana, India","excel, sql, financial modeling, forecasting, accounting",Financial Analyst,Hyderabad
Senior Bookkeeper (Accountant) and Reviewer for USA and Canadian CPA,NPV Infinity,"Vadodara, Gujarat, India","excel, sql, financial modeling, forecasting, accounting",Financial Analyst,Vadodara
Office Admin Intern (Unpaid),Saproh Private Limited,"Patna, Bihar, India",r,Financial Analyst,Patna
Equity Research Analyst (Fundamental Research) - Indian Banking & Financial Services,Exceed Consulting,"Mumbai, Maharashtra, India","excel, sql, financial modeling, forecasting, accounting",Financial Analyst,Mumbai
Assistant Manager,All Iraq Jobs,"Tiruppur, Tamil Nadu, India",r,Financial Analyst,Tiruppur
Academic Counsellor - CFA Programs,Boston Institute of Analytics,"Mumbai, Maharashtra, India",r,Financial Analyst,Mumbai
Development Lead (Senior .NET Developer),FNZ,"Gurugram, Haryana, India",r,Financial Analyst,Gurugram
PEGA Business Analyst,Truviq Systems,"Hyderabad, Telangana, India",r,Financial Analyst,Hyderabad
Analyst Developer- .NET Developer,FNZ,"Gurugram, Haryana, India",r,Financial Analyst,Gurugram
Executive Assistant to Managing Director,Niti Shah Jewels,"Mumbai, Maharashtra, India",r,Financial Analyst,Mumbai
Senior/Lead Equity Research Analyst (2-5),RCK Analytics - Global Research and Analytics Company,"Pune, Maharashtra, India","excel, sql, financial modeling, forecasting, accounting",Financial Analyst,Pune
Finance Manager,Flipspaces,"Mumbai, Maharashtra, India",r,Financial Analyst,Mumbai
Lead Specialist - Retention and Deal Strategy,myGwork - LGBTQ+ Business Community,"Gurugram, Haryana, India","excel, sql, financial modeling, forecasting, accounting",Financial Analyst,Gurugram
Analyst - Operations (Exempt),American Express,"Gurugram, Haryana, India","r, leadership",Financial Analyst,Gurugram
Marketing Associate (FMCG)( B2B Segment),Organo Mart,"Jaipur, Rajasthan, India",r,Marketing Analyst,Jaipur
Business Analyst,Jupiter Tech Labs Inc,India,r,Marketing Analyst,Surat
Senior Product Cybersecurity Supplier - GRC Analyst,People Konnect,"Bengaluru, Karnataka, India","r, cybersecurity",Marketing Analyst,Bengaluru
Marketing Email Operations,Morgan Stanley,"Mumbai, Maharashtra, India","google analytics, seo, excel, content marketing",Marketing Analyst,Mumbai
PEGA Business Analyst,Truviq Systems,"Hyderabad, Telangana, India",r,Marketing Analyst,Hyderabad
Associate Manager - Product Marketing,LIXIL,"Gurugram, Haryana, India",r,Marketing Analyst,Gurugram
Senior/Lead Equity Research Analyst (2-5),RCK Analytics - Global Research and Analytics Company,"Pune, Maharashtra, India","google analytics, seo, excel, content marketing",Marketing Analyst,Pune
Marketing Coordinator Administrative Assistant,"MD Group (TPPL, TFP, MDP, MDE)","New Delhi, Delhi, India",r,Marketing Analyst,New Delhi
Market Researcher,Grandcafe Productions,"Kochi, Kerala, India",r,Marketing Analyst,Kochi
Market Research Analyst (Primary),MINDTEL GLOBAL,"Noida, Uttar Pradesh, India","google analytics, seo, excel, content marketing",Marketing Analyst,Noida
Scientific Business Analyst (Sr Associate) – Research Benchtop Services,Amgen,"Hyderabad, Telangana, India","google analytics, seo, excel, content marketing",Marketing Analyst,Hyderabad
Functional Consultant,Envision Enterprise Solutions Private Limited,"Andhra Pradesh, India","google analytics, seo, excel, content marketing",Marketing Analyst,Andhra Pradesh
Research & Business Analyst Intern,SkillFied Mentor,India,r,Marketing Analyst,Surat
Business Analyst Internship – For Students & Freshers (Remote),Skillfied Mentor Jobs,India,"google analytics, seo, excel, content marketing",Marketing Analyst,Surat
Senior Pricing Analyst – Payments & Interchange,Solveify Tech,"Hyderabad, Telangana, India","google analytics, seo, excel, content marketing",Marketing Analyst,Hyderabad
Market Research Analyst (Primary),MINDTEL GLOBAL,"New Delhi, Delhi, India","google analytics, seo, excel, content marketing",Marketing Analyst,New Delhi
Business Analyst,SkillFied Mentor,India,r,Marketing Analyst,Surat
Manual Testing Associate,JPMorganChase,"Bengaluru, Karnataka, India","r, go",Product Manager,Bengaluru
Associate Product Manager,Traya,"Mumbai, Maharashtra, India","agile, jira, product roadmap, stakeholder management, communication",Product Manager,Mumbai
Senior Product Manager – Healthcare (Immediate Requirement),Happiest Minds Technologies,"Bengaluru, Karnataka, India","agile, jira, product roadmap, stakeholder management, communication",Product Manager,Bengaluru
Customer Success Manager,InstaVid,"Bengaluru, Karnataka, India","agile, jira, product roadmap, stakeholder management, communication",Product Manager,Bengaluru
Performance Marketing Manager,GaneshaSpeaks.com,"Ahmedabad, Gujarat, India",r,Product Manager,Ahmedabad
Associate Product Manager,LIXIL,"Gurugram, Haryana, India",r,Product Manager,Gurugram
Product Marketing Manager,r3 Consultant,India,r,Product Manager,Surat
General Manager Operations,Livspace,"Mumbai, Maharashtra, India",r,Product Manager,Mumbai
General Manager Sales and Marketing,MARUTI INFRAACITY PRIVATE LIMITED,"Raipur, Chhattisgarh, India","agile, jira, product roadmap, stakeholder management, communication",Product Manager,Raipur
Associate Manager - Product Marketing,LIXIL,"Gurugram, Haryana, India",r,Product Manager,Gurugram
Digital Marketing Manager – D2C,Comfort Click,"Hyderabad, Telangana, India",r,Product Manager,Hyderabad
Sr Outbound Product Manager,ServiceNow,"Hyderabad, Telangana, India","r, erp, scala, go",Product Manager,Hyderabad
CGI and Product Photo Manager (d/f/m),LIXIL,"Gurugram, Haryana, India","excel, r, creativity, businessstrategy, excel",Product Manager,Gurugram
Deputy general Manager QAQC,Sumitomo Chemical India Ltd,"Bhavnagar, Gujarat, India",r,Product Manager,Bhavnagar
QC Manager,Dravya Analytical Solution LLP,"Ahmedabad, Gujarat, India","excel, r, excel",Product Manager,Ahmedabad
Scientific Business Analyst (Sr Associate) – Research Benchtop Services,Amgen,"Hyderabad, Telangana, India","agile, jira, product roadmap, stakeholder management, communication",Product Manager,Hyderabad
Marketing Manager,Tirra Origins,"Thodupuzha, Kerala, India",r,Product Manager,Thodupuzha
HR/Recruitment Internship (Remote)- Freshers Only,Hireginie,India,"agile, jira, product roadmap, stakeholder management, communication",Product Manager,Surat
Sales Manager for Digital Marketing & Web Design Agency (USA),Expert Village Media Technologies,"Indore, Madhya Pradesh, India","agile, jira, product roadmap, stakeholder management, communication",Product Manager,Indore
Field & Event Marketing Manager - Hybrid,Hiver,"Bengaluru, Karnataka, India","agile, jira, product roadmap, stakeholder management, communication",Product Manager,Bengaluru
Sr Inbound Product Manager,ServiceNow,"Hyderabad, Telangana, India","r, analytics, snowflake, businessintelligence, go",Product Manager,Hyderabad
Brand Solutions Manager,Lokmat Media Pvt. Ltd,"Mumbai, Maharashtra, India",r,Product Manager,Mumbai
Associate Product Manager,Emergent,"Bengaluru, Karnataka, India",r,Product Manager,Bengaluru
Human Resources Business Partner,Vivriti Capital,"Chennai, Tamil Nadu, India",r,Human Resources Manager,Chennai
Director,Fiserv,"Pune, Maharashtra, India","git, r, communication, go",Human Resources Manager,Pune
Human Resources Associate,BestEx Research,"Bengaluru, Karnataka, India","python, c++, excel, r, python, c++, scala, analytics, excel, go",Human Resources Manager,Bengaluru
Human Resource Manager,4Shan Digital,"Dwarka, Delhi, India","git, r",Human Resources Manager,Dwarka
HR Internship,Endorize,"Chennai, Tamil Nadu, India",r,Human Resources Manager,Chennai
HR Manager,KANTISHIVA ROLLER FLOUR MILL PRIVATE LIMITED,"Betul, Madhya Pradesh, India",general skills,Human Resources Manager,Betul
Human Resources Manager,BEAT Educations,"Kozhikode, Kerala, India","python, excel, r, analytics, sap, excel, python",Human Resources Manager,Kozhikode
SF Reporting-Senior,EY,"Noida, Uttar Pradesh, India","r, sap, analytics, go",Project Manager,Noida
Project Coordinator/Manager-Medical Devices,Cyient,"Pune, Maharashtra, India",general skills,Project Manager,Pune
SF Reporting-Senior,EY,"Kolkata, West Bengal, India","r, sap, analytics, go",Project Manager,Kolkata
Senior Product Manager – Healthcare (Immediate Requirement),Happiest Minds Technologies,"Bengaluru, Karnataka, India",general skills,Project Manager,Bengaluru
Fundraising & Program Manager – Rural Healthcare,Transforming Tomorrow Foundation,"Bengaluru, Karnataka, India",general skills,Project Manager,Bengaluru
SF Reporting-Senior,EY,"Trivandrum, Kerala, India","r, sap, analytics, go",Project Manager,Trivandrum
Senior SAP Basis Administrator,Fluor Corporation,"Vadodara, Gujarat, India","r, sap, scala, go",Project Manager,Vadodara
SF Reporting-Senior,EY,"Chennai, Tamil Nadu, India","r, sap, analytics, go",Project Manager,Chennai
OEM - Account Manager - Bengaluru,Videojet Technologies,"Bengaluru, Karnataka, India","excel, r, projectmanagement, erp, excel",Project Manager,Bengaluru
Senior Officer/Analyst,DBS Bank,Pune/Pimpri-Chinchwad Area,general skills,Project Manager,Pune/Pimpri-Chinchwad Area
SF Reporting-Senior,EY,"Hyderabad, Telangana, India","r, sap, analytics, go",Project Manager,Hyderabad
SF Reporting-Senior,EY,"Pune, Maharashtra, India","r, sap, analytics, go",Project Manager,Pune
Senior Officer,DBS Bank,"Karur, Tamil Nadu, India",general skills,Project Manager,Karur
SF Reporting-Senior,EY,"Bengaluru, Karnataka, India","r, sap, analytics, go",Project Manager,Bengaluru
Electrical Supervisor,GLOBSOL POWER PRIVATE LIMITED,"Bengaluru, Karnataka, India",r,Project Manager,Bengaluru
Project Manager,RadarSoft Technologies,"Pune, Maharashtra, India",r,Project Manager,Pune
Project Coordinator – Russian & English Speaking,Document IT LLC,India,general skills,Project Manager,Surat
AVP,Synchrony,"Hyderabad, Telangana, India","aws, git, agile, r, sas, erp, analytics, agile, communication, tableau, aws",Project Manager,Hyderabad
Social Media Manager,UPBRIGHT,"Coimbatore, Tamil Nadu, India",r,Project Manager,Coimbatore
Team Lead,Xl Health Corporation India Private Limited,"Bengaluru, Karnataka, India",general skills,Project Manager,Bengaluru
Sr Project Manager IRC251634,GlobalLogic,"Bengaluru, Karnataka, India","git, r, jira, budgeting, leadership, communication, confluence, devops, dataengineering, go",Project Manager,Bengaluru
TPM IRC187950,GlobalLogic,"Gurgaon, Haryana, India","git, r, communication, erp, logistics",Project Manager,Gurgaon
SF Reporting-Senior,EY,"Kanayannur, Kerala, India","r, sap, analytics, go",Project Manager,Kanayannur
Data Analyst,Weekday AI (YC W21),"Gurugram, Haryana, India","sql, excel, r, dashboard",Data Analyst,Gurugram
Product Analyst,redBus,"Bengaluru, Karnataka, India","python, sql, excel, powerbi, tableau, r, statistics, communication, dashboard",Product Analyst,Bengaluru
Data Analyst,NatWest Group,"Gurugram, Haryana, India","sql, excel, r, communication",Data Analyst,Gurugram
Data Analyst,Puma Energy,Mumbai Metropolitan Region,"sql, powerbi, tableau, r, communication","Data Analyst, Mumbai",Mumbai Metropolitan Region
Data Engineer I,Honeywell,"Bengaluru, Karnataka, India",r,Data Engineer I,Bengaluru
Sr Analyst,PayPal,"Bengaluru, Karnataka, India",r,"Sr Analyst, Data Analytics",Bengaluru
Data Analyst,ORBCOMM,"Hyderabad, Telangana, India","sql, excel, r, communication",Data Analyst,Hyderabad
Data Analyst,BCG X,"Bengaluru, Karnataka, India","python, sql, excel, powerbi, tableau, r, statistics, aws, azure, gcp, spark, hadoop, communication, dashboard, datavisualization","Data Analyst, Predictive Analytics, India- X Delivery",Bengaluru
Data Analyst,Unilever,"Bengaluru, Karnataka, India","powerbi, r",Data Analyst,Bengaluru
Data Analyst,Epsilon,"Bengaluru, Karnataka, India","python, excel, r, statistics, communication",Data Analyst,Bengaluru
Data Analyst,Pharmint,India,"python, excel, r, statistics, communication, dashboard, datavisualization",Data Analyst,Surat
Analyst,Salesforce,"Hyderabad, Telangana, India","sql, excel, tableau, r, communication, dashboard, datavisualization","Analyst, Data Analytics",Hyderabad
Data Analyst,ABB,"Bengaluru, Karnataka, India","python, excel, powerbi, r, communication",Data Analyst,Bengaluru
Data Analyst,PubMatic,"Pune, Maharashtra, India","python, sql, excel, r, statistics, communication, dashboard",Data Analyst,Pune
Business Intelligence Analyst,"Pinnacle Group, Inc.",Greater Chennai Area,"sql, excel, tableau, r, communication, dashboard, datavisualization",Business Intelligence Analyst,Greater Chennai Area
Associate Data Analyst,Clarivate,"Karnataka, India","excel, r, statistics, aws, datavisualization",Associate Data Analyst,Karnataka
Reporting Analyst,Concentrix,"Pune, Maharashtra, India","excel, r, communication",Reporting Analyst,Pune
Analyst,Google,"Bengaluru, Karnataka, India","python, sql, excel, r, machinelearning, communication, dashboard","Analyst, Trust And Safety",Bengaluru
